map_shape_id,role_title,full_name,political_party,bio,contact_email,contact_phone,holding_since,source_url,photo_url
3414,MP,Christine Normandin,Bloc Québécois,Member of Parliament for Saint-Jean,Christine.Normandin@parl.gc.ca,1 613 992-5296,,https://www.ourcommons.ca/Members/en/christine-normandin(104947),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/NormandinChristine_BQ.jpg
3415,MP,Emmanuella Lambropoulos,Liberal Party,Member of Parliament for Saint-Laurent,emmanuella.lambropoulos@parl.gc.ca,1 613 996-5789,,https://www.ourcommons.ca/Members/en/emmanuella-lambropoulos(96350),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LambropoulosEmmanuella_Lib.jpg
3416,MP,Patricia Lattanzio,Liberal Party,Member of Parliament for Saint-Léonard—Saint-Michel,Patricia.Lattanzio@parl.gc.ca,1 613 995-9414,,https://www.ourcommons.ca/Members/en/patricia-lattanzio(104957),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LattanzioPatricia_Lib.jpg
3417,MP,François-Philippe Champagne,Liberal Party,Member of Parliament for Saint-Maurice—Champlain,francois-philippe.champagne@parl.gc.ca,1 613 995-4895,,https://www.ourcommons.ca/Members/en/francois-philippe-champagne(88633),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/ChampagneFrancois-Philippe_Lib.jpg
3418,MP,Andréanne Larouche,Bloc Québécois,Member of Parliament for Shefford,Andreanne.Larouche@parl.gc.ca,1 613 992-5279,,https://www.ourcommons.ca/Members/en/andreanne-larouche(104973),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LaroucheAndreanne_BQ.jpg
3419,MP,Kent MacDonald,Liberal Party,Member of Parliament for Cardigan,kent.macdonald@parl.gc.ca,1 613 995-9325,,https://www.ourcommons.ca/Members/en/kent-macdonald(122394),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MacDonaldKent_Lib.jpg
3420,MP,Sean Casey,Liberal Party,Member of Parliament for Charlottetown,sean.casey@parl.gc.ca,1 613 996-4714,,https://www.ourcommons.ca/Members/en/sean-casey(71270),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/CaseySean_Lib.jpg
3421,MP,Robert J. Morrissey,Liberal Party,Member of Parliament for Egmont,robert.morrissey@parl.gc.ca,1 613 992-9223,,https://www.ourcommons.ca/Members/en/robert-j-morrissey(88308),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MorrisseyRobertJ_Lib.jpg
3422,MP,Heath MacDonald,Liberal Party,Member of Parliament for Malpeque,heath.macdonald@parl.gc.ca,1 613 992-2406,,https://www.ourcommons.ca/Members/en/heath-macdonald(109891),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MacDonaldHeath_Lib.jpg
3423,MP,Élisabeth Brière,Liberal Party,Member of Parliament for Sherbrooke,Elisabeth.Briere@parl.gc.ca,1 613 943-7896,,https://www.ourcommons.ca/Members/en/elisabeth-briere(104977),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/BrièreÉlisabeth_Lib.jpg
3424,MP,Tatiana Auguste,Liberal Party,Member of Parliament for Terrebonne,tatiana.auguste@parl.gc.ca,1 613 947-4788,,https://www.ourcommons.ca/Members/en/tatiana-auguste(122753),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/AugusteTatiana_Lib.jpg
3425,MP,Madeleine Chenette,Liberal Party,Member of Parliament for Thérèse-De Blainville,madeleine.chenette@parl.gc.ca,1 613 992-2617,,https://www.ourcommons.ca/Members/en/madeleine-chenette(122756),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/ChenetteMadeleine_Lib.jpg
3426,MP,Tom Osborne,Liberal Party,Member of Parliament for Cape Spear,tom.osborne@parl.gc.ca,1 613 992-0927,,https://www.ourcommons.ca/Members/en/tom-osborne(122375),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/OsborneTom_Lib.jpg
3427,MP,Clifford Small,Conservative Party,Member of Parliament for Central Newfoundland,clifford.small@parl.gc.ca,1 613 996-3935,,https://www.ourcommons.ca/Members/en/clifford-small(109867),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/SmallClifford_CPC.jpg
3428,MP,Philip Earle,Liberal Party,Member of Parliament for Labrador,philip.earle@parl.gc.ca,1 613 996-4630,,https://www.ourcommons.ca/Members/en/philip-earle(122380),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/EarlePhilip_Lib.jpg
3429,MP,Caroline Desrochers,Liberal Party,Member of Parliament for Trois-Rivières,caroline.desrochers@parl.gc.ca,1 613 992-2349,,https://www.ourcommons.ca/Members/en/caroline-desrochers(110124),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/DesrochersCaroline_Lib.jpg
3430,MP,Peter Schiefke,Liberal Party,Member of Parliament for Vaudreuil,peter.schiefke@parl.gc.ca,1 613 957-3744,,https://www.ourcommons.ca/Members/en/peter-schiefke(88649),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/SchiefkePeter_Lib.jpg
3431,MP,Carol Anstey,Conservative Party,Member of Parliament for Long Range Mountains,carol.anstey@parl.gc.ca,1 613 996-5511,,https://www.ourcommons.ca/Members/en/carol-anstey(109872),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/AnsteyCarol_CPC.jpg
3432,MP,Joanne Thompson,Liberal Party,Member of Parliament for St. John's East,joanne.thompson@parl.gc.ca,1 613 996-7269,,https://www.ourcommons.ca/Members/en/joanne-thompson(109877),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/ThompsonJoanne_lib.jpg
3433,MP,Jonathan Rowe,Conservative Party,Member of Parliament for Terra Nova—The Peninsulas,jonathan.rowe@parl.gc.ca,1 613 992-8655,,https://www.ourcommons.ca/Members/en/jonathan-rowe(122389),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/RoweJonathan_CPC.jpg
3434,MP,Chris d'Entremont,Conservative Party,Member of Parliament for Acadie—Annapolis,Chris.dEntremont@parl.gc.ca,1 613 995-5711,,https://www.ourcommons.ca/Members/en/chris-dentremont(49344),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/DEntremontChris_CPC.jpg
3435,MP,Jaime Battiste,Liberal Party,Member of Parliament for Cape Breton—Canso—Antigonish,Jaime.Battiste@parl.gc.ca,1 613 995-6459,,https://www.ourcommons.ca/Members/en/jaime-battiste(104571),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/BattisteJaime_Lib.jpg
3436,MP,Sean Fraser,Liberal Party,Member of Parliament for Central Nova,sean.fraser@parl.gc.ca,1 613 992-6022,,https://www.ourcommons.ca/Members/en/sean-fraser(88316),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FraserSean_Lib.jpg
3437,MP,Alana Hirtle,Liberal Party,Member of Parliament for Cumberland—Colchester,alana.hirtle@parl.gc.ca,1 613 992-3366,,https://www.ourcommons.ca/Members/en/alana-hirtle(122419),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/HirtleAlana_Lib.jpg
3438,MP,Darren Fisher,Liberal Party,Member of Parliament for Dartmouth—Cole Harbour,darren.fisher@parl.gc.ca,1 613 995-9378,,https://www.ourcommons.ca/Members/en/darren-fisher(88323),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/FisherDarren_Lib.jpg
3440,MP,Shannon Miedema,Liberal Party,Member of Parliament for Halifax,shannon.miedema@parl.gc.ca,1 613 995-7614,,https://www.ourcommons.ca/Members/en/shannon-miedema(122428),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MiedemaShannon_Lib.jpg
3441,MP,Lena Metlege Diab,Liberal Party,Member of Parliament for Halifax West,lenametlege.diab@parl.gc.ca,1 613 996-3085,,https://www.ourcommons.ca/Members/en/lena-metlege-diab(109915),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/DiabLenaMetlege_Lib.jpg
3442,MP,Kody Blois,Liberal Party,Member of Parliament for Kings—Hants,Kody.Blois@parl.gc.ca,1 613 995-8231,,https://www.ourcommons.ca/Members/en/kody-blois(104555),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/BloisKody_Lib.jpg
3443,MP,Braedon Clark,Liberal Party,Member of Parliament for Sackville—Bedford—Preston,braedon.clark@parl.gc.ca,1 613 995-5822,,https://www.ourcommons.ca/Members/en/braedon-clark(122437),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/ClarkBraedon_Lib.jpg
3445,MP,Annie Koutrakis,Liberal Party,Member of Parliament for Vimy,Annie.Koutrakis@parl.gc.ca,1 613 995-7398,,https://www.ourcommons.ca/Members/en/annie-koutrakis(105009),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/KoutrakisAnnie_Lib.jpg
3446,MP,Jessica Fancy,Liberal Party,Member of Parliament for South Shore—St. Margarets,jessica.fancy@parl.gc.ca,1 613 995-6182,,https://www.ourcommons.ca/Members/en/jessica-fancy(122443),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/Fancy-LandryJessica_Lib.jpg
3447,MP,Mike Kelloway,Liberal Party,Member of Parliament for Sydney—Glace Bay,Mike.Kelloway@parl.gc.ca,1 613 992-6756,,https://www.ourcommons.ca/Members/en/mike-kelloway(104531),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/KellowayMike_Lib.jpg
3448,MP,Serge Cormier,Liberal Party,Member of Parliament for Acadie—Bathurst,serge.cormier@parl.gc.ca,1 613 992-2165,,https://www.ourcommons.ca/Members/en/serge-cormier(88350),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/CormierSerge_Lib.jpg
3449,MP,Dominic LeBlanc,Liberal Party,Member of Parliament for Beauséjour,dominic.leblanc@parl.gc.ca,1 613 992-1020,,https://www.ourcommons.ca/Members/en/dominic-leblanc(1813),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LeBlancDominic_Lib.jpg
3450,MP,David Myles,Liberal Party,Member of Parliament for Fredericton—Oromocto,david.myles@parl.gc.ca,1 613 992-1067,,https://www.ourcommons.ca/Members/en/david-myles(122462),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MylesDavid_Lib.jpg
3451,MP,Rob Moore,Conservative Party,Member of Parliament for Fundy Royal,Rob.Moore@parl.gc.ca,1 613 996-2332,,https://www.ourcommons.ca/Members/en/rob-moore(17210),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MooreRob_CPC.jpg
3452,MP,Guillaume Deschênes-Thériault,Liberal Party,Member of Parliament for Madawaska—Restigouche,guillaume.deschenes-theriault@parl.gc.ca,1 613 995-0581,,https://www.ourcommons.ca/Members/en/guillaume-deschenes-theriault(122473),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/Deschenes-TheriaultGuillaume_Lib.jpg
3453,MP,Mike Dawson,Conservative Party,Member of Parliament for Miramichi—Grand Lake,mike.dawson@parl.gc.ca,1 613 992-5335,,https://www.ourcommons.ca/Members/en/mike-dawson(122476),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/DawsonMike_CPC.jpg
3454,MP,Ginette Petitpas Taylor,Liberal Party,Member of Parliament for Moncton—Dieppe,ginette.petitpastaylor@parl.gc.ca,1 613 992-8072,,https://www.ourcommons.ca/Members/en/ginette-petitpas-taylor(88364),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/PetitpasTaylorGinette_Lib.jpg
3455,MP,Wayne Long,Liberal Party,Member of Parliament for Saint John—Kennebecasis,wayne.long@parl.gc.ca,1 613 947-2700,,https://www.ourcommons.ca/Members/en/wayne-long(88368),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LongWayne_Lib.jpg
3456,MP,John Williamson,Conservative Party,Member of Parliament for Saint John—St. Croix,John.Williamson@parl.gc.ca,1 613 995-5550,,https://www.ourcommons.ca/Members/en/john-williamson(71323),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsonJohn_CPC.jpg
3457,MP,Richard Bragdon,Conservative Party,Member of Parliament for Tobique—Mactaquac,Richard.Bragdon@parl.gc.ca,1 613 947-4431,,https://www.ourcommons.ca/Members/en/richard-bragdon(88369),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/BragdonRichard_CPC.jpg
3458,MP,Mandy Gull-Masty,Liberal Party,Member of Parliament for Abitibi—Baie-James—Nunavik—Eeyou,mandy.gull-masty@parl.gc.ca,1 613 992-3030,,https://www.ourcommons.ca/Members/en/mandy-gull-masty(122492),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/Gull-MastyMandy_Lib.jpg
3459,MP,Sébastien Lemire,Bloc Québécois,Member of Parliament for Abitibi—Témiscamingue,Sebastien.Lemire@parl.gc.ca,1 613 996-3250,,https://www.ourcommons.ca/Members/en/sebastien-lemire(104630),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LemireSebastien_BQ.jpg
3460,MP,Mélanie Joly,Liberal Party,Member of Parliament for Ahuntsic-Cartierville,melanie.joly@parl.gc.ca,1 613 992-0983,,https://www.ourcommons.ca/Members/en/melanie-joly(88384),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/JolyMélanie_Lib.jpg
3461,MP,Angelo Iacono,Liberal Party,Member of Parliament for Alfred-Pellan,angelo.iacono@parl.gc.ca,1 613 992-0611,,https://www.ourcommons.ca/Members/en/angelo-iacono(71337),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/IaconoAngelo_Lib.jpg
3462,MP,Stéphane Lauzon,Liberal Party,Member of Parliament for Argenteuil—La Petite-Nation,stephane.lauzon@parl.gc.ca,1 613 992-0902,,https://www.ourcommons.ca/Members/en/stephane-lauzon(88394),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LauzonStéphane_Lib.jpg
3463,MP,Jason Groleau,Conservative Party,Member of Parliament for Beauce,jason.groleau@parl.gc.ca,1 613 992-8053,,https://www.ourcommons.ca/Members/en/jason-groleau(122507),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/GroleauJason_CPC.jpg
3464,MP,Claude DeBellefeuille,Bloc Québécois,Member of Parliament for Beauharnois—Salaberry—Soulanges—Huntingdon,Claude.DeBellefeuille@parl.gc.ca,1 613 995-2532,,https://www.ourcommons.ca/Members/en/claude-debellefeuille(35315),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/Debellefeuille_Claude_BQ.jpg
3465,MP,Louis Plamondon,Bloc Québécois,Member of Parliament for Bécancour—Nicolet—Saurel—Alnôbak,louis.plamondon@parl.gc.ca,1 613 995-9241,,https://www.ourcommons.ca/Members/en/louis-plamondon(413),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/PlamondonLouis_BQ.jpg
3466,MP,Steeve Lavoie,Liberal Party,Member of Parliament for Beauport—Limoilou,steeve.lavoie@parl.gc.ca,1 613 992-4406,,https://www.ourcommons.ca/Members/en/steeve-lavoie(122518),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/LavoieSteeve_Lib.jpg
3467,MP,Dominique Vien,Conservative Party,Member of Parliament for Bellechasse—Les Etchemins—Lévis,dominique.vien@parl.gc.ca,1 613 992-7434,,https://www.ourcommons.ca/Members/en/dominique-vien(110009),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/VienDominique_CPC.jpg
3468,MP,Yves-François Blanchet,Bloc Québécois,Member of Parliament for Beloeil—Chambly,Yves-Francois.Blanchet@parl.gc.ca,1 613 992-6035,,https://www.ourcommons.ca/Members/en/yves-francois-blanchet(104669),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/BlanchetYves-François_BQ.jpg
3469,MP,Yves Perron,Bloc Québécois,Member of Parliament for Berthier—Maskinongé,Yves.Perron@parl.gc.ca,1 613 992-5681,,https://www.ourcommons.ca/Members/en/yves-perron(88418),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/PerronYves_BQ.jpg
3470,MP,Abdelhaq Sari,Liberal Party,Member of Parliament for Bourassa,abdelhaq.sari@parl.gc.ca,1 613 995-6108,,https://www.ourcommons.ca/Members/en/abdelhaq-sari(122533),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/SariAbdelhaq_Lib.jpg
3471,MP,Louis Villeneuve,Liberal Party,Member of Parliament for Brome—Missisquoi,louis.villeneuve@parl.gc.ca,1 613 947-8185,,https://www.ourcommons.ca/Members/en/louis-villeneuve(122539),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/VilleneuveLouis_Lib.jpg
3472,MP,Alexandra Mendès,Liberal Party,Member of Parliament for Brossard—Saint-Lambert,alexandra.mendes@parl.gc.ca,1 613 995-9301,,https://www.ourcommons.ca/Members/en/alexandra-mendes(58621),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/MendesAlexandra_Lib.jpg
3473,MP,Pierre Paul-Hus,Conservative Party,Member of Parliament for Charlesbourg—Haute-Saint-Charles,Pierre.Paul-Hus@parl.gc.ca,1 613 995-8857,,https://www.ourcommons.ca/Members/en/pierre-paul-hus(71454),https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/45/Paul_HusPierre_CPC.jpg
